Date (date),Country Name (country_name),ISO Alpha 3 Code (alpha_3_code),Country Code (country_code),Region Name (region),Region Code (region_code),Sub-Region Name (sub_region),Sub-Region Code (sub_region_code),Harmonized System Code (hs_code),Commodity Name (commodity),Unit of Quantity (unit),Quantity of commodity (value_qt),Value of commodity quantity in INR (value_rs),Value of commodity quantity in US Dollars (value_dl)
"2016-10-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","34049039","Other Artificial Waxes,Prepared Waxes Not Emulsified Or Containing Solvents","Kgs","3.6","4.23","0.01"
"2015-12-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","72192190","Othr Nckl Chrm Austntc Type N.E.S.","Kgs","54.13","58.7","0.09"
"2015-06-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","26011150","Non-Agglomerated Iron Ore Concentrates","Kgs","145.23","7812.27","12.23"
"2024-03-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","25292100","Fluorspar Cntng By Wt 97 Prcnt Or Less Of Calcium Fluoride","Kgs","512.56","111.71","0.13"
"2024-06-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","32041219","Other Azo Dyes","Kgs","0.01","1.68","0.0"
"2018-06-01","Morocco","MAR","504","Africa","2","Northern Africa","15","76020010","Aluminium Scrap Coverd By Isri Code Tablettabloid,Taboo,Taint/Tabor,Take, Talap, Talcred,Taldack,Taldon,Ta","Kgs","597.44","749.08","1.1"
"2016-08-01","Tunisia","TUN","788","Africa","2","Northern Africa","15","41019090","Other Hides Ans Skins","Kgs","72.68","93.03","0.14"
"2015-04-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","84099990","Other Parts Of Semi Diesel Engines","Kgs","0.25","2.37","0.0"
"2019-09-01","Namibia","NAM","516","Africa","2","Sub-Saharan Africa","202","72044900","Other Waste And Scrap","Kgs","1036.0","249.9","0.35"
"2019-08-01","Zambia","ZMB","894","Africa","2","Sub-Saharan Africa","202","71031011","*Emerals,Uncut","Kgs","1.22","7112.39","10.0"
"2016-02-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","13021919","Other Extracts","Kgs","0.01","0.1","0.0"
"2018-11-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","29051210","Propyl Alcohol","Kgs","200.0","178.32","0.25"
"2018-11-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","84671900","Others Pneumatic Tools","Nos","0.0","2.93","0.0"
"2024-06-01","Nigeria","NGA","566","Africa","2","Sub-Saharan Africa","202","9109915","Cassia T0Rea Seed","Kgs","1125.89","329.59","0.39"
"2016-11-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","29141300","4-Mthylpentan-2-One(Mthyl Isobtyl Ketone)","Kgs","180.55","136.2","0.2"
"2024-10-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","85354010","Lightning Arresters","Nos","5.0","0.0","0.0"
"2016-03-01","Egypt","EGY","818","Africa","2","Northern Africa","15","8041020","Dry Dates Soft (Khayzur Or Wet Dates)","Kgs","25.0","15.97","0.02"
"2016-01-01","Ghana","GHA","288","Africa","2","Sub-Saharan Africa","202","74040022","Brass Scrap Covered By Isri Code Drink , Ebony,Enerv,Elder,Engel,Erin,Grape,Honey, Ivory,Label,Lark,Malon,Night,Noble,","Kgs","49.0","120.01","0.18"
"2020-01-01","Egypt","EGY","818","Africa","2","Northern Africa","15","62052000","*Mens Or Boys Shirts Of Cotton","Nos","0.77","9.66","0.01"
"2018-04-01","Mauritius","MUS","480","Africa","2","Sub-Saharan Africa","202","25010090","Other Salts","Kgs","0.8","0.12","0.0"
"2023-12-01","Mozambique","MOZ","508","Africa","2","Sub-Saharan Africa","202","26100040","Chrome Ore Friable And Concentrates Fixes Cntng 47% Cr2O3 And Above","Kgs","162.0","51.74","0.06"
"2024-04-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","71021000","Unsorted Diamonds W/N Worked,Not Mounted","Ctm","4.77","271.04","0.32"
"2017-02-01","Kenya","KEN","404","Africa","2","Sub-Saharan Africa","202","49100010","Advertising Calndar","Nos","0.04","0.14","0.0"
"2022-05-01","Mauritius","MUS","480","Africa","2","Sub-Saharan Africa","202","74040022","Brass Scrap Covered By Isri Code Drink , Ebony,Enerv,Elder,Engel,Erin,Grape,Honey, Ivory,Label,Lark,Malon,Night,Noble,","Kgs","3.32","14.87","0.02"
"2022-05-01","Benin","BEN","204","Africa","2","Sub-Saharan Africa","202","12019000","Other Soya Beans","Kgs","43098.69","29786.06","38.52"
"2018-02-01","Sierra Leone","SLE","694","Africa","2","Sub-Saharan Africa","202","72044900","Other Waste And Scrap","Kgs","2145.0","411.53","0.64"
"2024-12-01","Madagascar","MDG","450","Africa","2","Sub-Saharan Africa","202","25161100","Granite Crude Or Roughly Trimmed","Kgs","159352.0","0.59","0.07"
"2016-10-01","Egypt","EGY","818","Africa","2","Northern Africa","15","39235010","Caps And Closures For Bottles","Kgs","3.32","7.79","0.01"
"2015-03-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","84841010","Asbsts Mtlc Pckngs And Gskts(Excl Gskts Of Asbsts Board Reinfrcd Wth Mtl Gauze/Wire)","Kgs","0.01","0.12","0.0"
"2016-05-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","40059990","Others Cmpnded Rubr Unvulcnsd In Prmry Forms/In Plates Sheets/Strips Excl. Silica/Can Sealing/Hospital Sheeting","Kgs","18.7","23.05","0.03"
"2015-12-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","84671900","Others Pneumatic Tools","Nos","0.12","5.82","0.01"
"2019-05-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","70139900","Othr Thn Gla Statues Of Lead Crystals","Kgs","0.08","0.41","0.0"
"2016-11-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","47071000","Wste And Scrp Of Unblechd Kraft Papr Or Paprbord Or Corgtd Papr/Paprbord","Kgs","118.0","14.4","0.02"
"2018-05-01","Guinea","GIN","324","Africa","2","Sub-Saharan Africa","202","27109900","Other Waste Oil","Kgs","0.01","0.37","0.0"
"2024-08-01","Tunisia","TUN","788","Africa","2","Northern Africa","15","73182100","Sprng Washrs And Othr Lock Washrs,Non-Thradd","Kgs","0.02","0.58","0.0"
"2020-10-01","Mozambique","MOZ","508","Africa","2","Sub-Saharan Africa","202","24012040","Burley Tobaco, Partly/Wholly Stmd/Stripped","Kgs","9.6","38.15","0.05"
"2023-05-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","28209000","Other Manganese Oxides","Kgs","1400.0","377.51","0.46"
"2021-02-01","Mozambique","MOZ","508","Africa","2","Sub-Saharan Africa","202","72042190","Othr Wst And Scrp Of Stainless Steel","Kgs","47.0","45.91","0.06"
"2017-08-01","Mozambique","MOZ","508","Africa","2","Sub-Saharan Africa","202","12019000","Other Soya Beans","Kgs","2105.0","528.77","0.83"
"2015-02-01","Malawi","MWI","454","Africa","2","Sub-Saharan Africa","202","67021090","Others","Kgs","3.33","4.33","0.01"
"2024-10-01","Sierra Leone","SLE","694","Africa","2","Sub-Saharan Africa","202","76020010","Aluminium Scrap Coverd By Isri Code Tablettabloid,Taboo,Taint/Tabor,Take, Talap, Talcred,Taldack,Taldon,Ta","Kgs","177920.0","3.02","0.36"
"2018-01-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","85044090","Others","Nos","0.01","0.98","0.0"
"2021-05-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","29051300","Saturated Butan-1-Ol(N-Butyl Alcohol)","Kgs","350.0","455.98","0.62"
"2021-02-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","44032190","Other","Cbm","0.45","37.92","0.05"
"2024-08-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","83023090","Others","Kgs","0.02","0.61","0.0"
"2018-04-01","Morocco","MAR","504","Africa","2","Northern Africa","15","85441990","Other Winding Wires Of Othr Metls/Substnce Excl Copper Oth Thn Plastic, Rubber Insulated And Asbestos Covered","Mtr","4.5","4.64","0.01"
"2020-07-01","Egypt","EGY","818","Africa","2","Northern Africa","15","33049990","Others","Kgs","0.01","0.22","0.0"
"2022-03-01","Seychelles","SYC","690","Africa","2","Sub-Saharan Africa","202","73269099","All Other Articles Of Iron/Steel Nes Other Steering Or Rudder Equipment For Ships And Boats, N.E.S.","Kgs","0.08","39.23","0.05"
"2024-05-01","Egypt","EGY","818","Africa","2","Northern Africa","15","28269000","Other Fluorosilicates, Fluroaluminates And Other Complx Fluorine Salts","Kgs","50.0","20.03","0.02"
"2018-02-01","Zambia","ZMB","894","Africa","2","Sub-Saharan Africa","202","71031029","*Other Semi Precious Stone Uncut","Kgs","3.87","751.07","1.17"
"2021-02-01","Kenya","KEN","404","Africa","2","Sub-Saharan Africa","202","9011139","Coffee Rob Parchment Other Grade","Kgs","387.0","370.0","0.51"
"2024-01-01","Egypt","EGY","818","Africa","2","Northern Africa","15","33012945","Cumin Oil","Kgs","0.1","12.7","0.02"
"2023-08-01","Nigeria","NGA","566","Africa","2","Sub-Saharan Africa","202","76011010","Aluminium Ingots-Not Alloyed","Kgs","537.52","892.21","1.08"
"2017-12-01","Egypt","EGY","818","Africa","2","Northern Africa","15","38249990","*Other","Kgs","1266.88","116.62","0.18"
"2025-04-01","Cameroon","CMR","120","Africa","2","Sub-Saharan Africa","202","84818090","Others","Kgs","1.0","0.0","0.0"
"2016-01-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","93069000","Other(Bombs,Grenades Etc)","Nos","10.0","484.63","0.72"
"2017-12-01","Egypt","EGY","818","Africa","2","Northern Africa","15","34031900","Othr Prpns Cntng Ptrlm Oils/Oils Obtained From Bituminous Minerals","Kgs","69.89","160.39","0.25"
"2020-05-01","Tunisia","TUN","788","Africa","2","Northern Africa","15","26201910","Zinc Dross","Kgs","100.0","164.53","0.22"
"2018-07-01","Eswatini","SWZ","748","Africa","2","Sub-Saharan Africa","202","85369090","Other","Nos","0.0","0.33","0.0"
"2019-07-01","Côte d'Ivoire","CIV","384","Africa","2","Sub-Saharan Africa","202","8013100","Cashen Nuts Fresh/Dried In Shell","Kgs","17380.3","13942.57","20.26"
"2017-06-01","Eswatini","SWZ","748","Africa","2","Sub-Saharan Africa","202","29122990","Other Cyclc Aldhyds Without Othr Oxygen Fn","Kgs","0.76","6.24","0.01"
"2025-05-01","Nigeria","NGA","566","Africa","2","Sub-Saharan Africa","202","26201990","Other","Kgs","69570.0","0.61","0.07"
"2020-07-01","Zambia","ZMB","894","Africa","2","Sub-Saharan Africa","202","26020030","Mnganse Ore(<44 But>Or Eql To 40 Prcnt)","Kgs","274.93","48.82","0.07"
"2020-12-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","85122090","Others","Nos","0.07","1.26","0.0"
"2025-02-01","Tunisia","TUN","788","Africa","2","Northern Africa","15","61091000","T-Shirts Etc Of Cotton","Nos","42.0","0.01","0.0"
"2018-08-01","Morocco","MAR","504","Africa","2","Northern Africa","15","58063990","Others","Kgs","0.48","9.0","0.01"
"2015-11-01","Ethiopia","ETH","231","Africa","2","Sub-Saharan Africa","202","7132000","*Chickpeas (Garbanzos) Dried And Shld","Kgs","72.0","34.08","0.05"
"2019-02-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","69091990","Others","Kgs","0.26","4.29","0.01"
"2023-08-01","Tunisia","TUN","788","Africa","2","Northern Africa","15","28352610","Calcium Monobasic Phosphate","Kgs","78.0","47.12","0.06"
"2015-05-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","72193111","Chromium Type Thickness >=4.75 But <=14 Mm","Kgs","14.0","13.74","0.02"
"2022-03-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","28402090","Other Borates","Kgs","0.03","0.42","0.0"
"2018-07-01","Tunisia","TUN","788","Africa","2","Northern Africa","15","61102000","Jerseys Etc Of Cotton","Nos","0.02","0.52","0.0"
"2019-02-01","Ethiopia","ETH","231","Africa","2","Sub-Saharan Africa","202","12074090","Other Sesamum Seeds W/N Broken","Kgs","190.0","213.76","0.3"
"2022-02-01","Morocco","MAR","504","Africa","2","Northern Africa","15","58062000","Othr Narrow Wvn Fbrcs Cntng By Wt 5% Or More Of Elastomrc Yrn/Rubr Thrd","Kgs","0.29","5.2","0.01"
"2022-06-01","United Republic of Tanzania","TZA","834","Africa","2","Sub-Saharan Africa","202","26020010","Manganese Ore (46 Percent And Above)","Kgs","1083.45","263.94","0.34"
"2024-10-01","Sierra Leone","SLE","694","Africa","2","Sub-Saharan Africa","202","15132110","Crude Palm Kernel Oil","Kgs","297480.0","3.01","0.36"
"2023-01-01","United Republic of Tanzania","TZA","834","Africa","2","Sub-Saharan Africa","202","87141090","Parts And Accessories Of Motorcycle Excl. Saddle","Kgs","0.0","0.1","0.0"
"2021-06-01","Comoros","COM","174","Africa","2","Sub-Saharan Africa","202","9071020","Not Extracted (Other Than Stem)","Kgs","32.0","135.94","0.18"
"2022-07-01","Ghana","GHA","288","Africa","2","Sub-Saharan Africa","202","44034200","Teak","Cbm","23.26","5768.15","7.25"
"2025-01-01","Ethiopia","ETH","231","Africa","2","Sub-Saharan Africa","202","71039959","Other","Ctm","4600.0","0.01","0.0"
"2017-10-01","Morocco","MAR","504","Africa","2","Northern Africa","15","33012990","Others","Kgs","0.01","1.05","0.0"
"2018-07-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","84821090","Other Ball Bearings","Nos","0.96","7.01","0.01"
"2021-03-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","38249900","Other","Kgs","0.06","0.66","0.0"
"2016-01-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","38099200","Prpns Of A Kind Used In The Paper Industry","Kgs","7.2","6.53","0.01"
"2015-04-01","Liberia","LBR","430","Africa","2","Sub-Saharan Africa","202","85481010","*Battery Scrap Isri Codes- Rails, Rakes","Kgs","27.08","18.58","0.03"
"2025-04-01","Gambia","GMB","270","Africa","2","Sub-Saharan Africa","202","85491100","Waste And Scrap Of Lead-Acid Accumulators; Spent Lead-Acid Accumulators","Kg","634300.0","6.07","0.71"
"2018-01-01","Gabon","GAB","266","Africa","2","Sub-Saharan Africa","202","44083190","Other Vnr Sheets-Mrnti","Kgs","403.5","215.47","0.34"
"2018-08-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","85369090","Other","Nos","0.28","11.43","0.02"
"2019-01-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","90308990","Others","Nos","0.03","4.56","0.01"
"2021-11-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","26100040","Chrome Ore Friable And Concentrates Fixes Cntng 47% Cr2O3 And Above","Kgs","891.0","226.86","0.3"
"2018-01-01","Botswana","BWA","72","Africa","2","Sub-Saharan Africa","202","71023100","Non-Industrial Diamonds Unworked/Simply Sawn Cleaved Or Bruted","Ctm","411.91","51429.02","80.82"
"2018-09-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","84733099","Other","Nos","0.0","0.25","0.0"
"2019-05-01","Tunisia","TUN","788","Africa","2","Northern Africa","15","39269099","Othr Article Of Plastic Nes","Kgs","0.0","0.21","0.0"
"2023-12-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","30049069","Other Nonsteroidal Antiinflamatory, Analgestics And Antipyratic Drugs","Kgs","0.03","0.86","0.0"
"2023-05-01","Kenya","KEN","404","Africa","2","Sub-Saharan Africa","202","84807100","Injctn/Cmprsn Type Moulds Fr Rubbr/Plstcs","Kgs","3.4","26.06","0.03"
"2020-07-01","Zimbabwe","ZWE","716","Africa","2","Sub-Saharan Africa","202","24012010","Flue Cured Virginia Tobacco Partly / Whollystmd/Stripped","Kgs","574.2","269.67","0.36"
"2015-09-01","Nigeria","NGA","566","Africa","2","Sub-Saharan Africa","202","44039929","*Other","Cum","0.04","7.82","0.01"
"2023-02-01","Mauritius","MUS","480","Africa","2","Sub-Saharan Africa","202","87164000","Othr Trailers And Semi-Trailers","Nos","0.0","32.79","0.04"
"2020-02-01","Kenya","KEN","404","Africa","2","Sub-Saharan Africa","202","11043000","Germ Of Cerls Whole Rolld Flaked Or Ground","Kgs","18.35","1.99","0.0"
"2019-05-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","41152010","Cutting Of Leather","Kgs","52.33","14.08","0.02"
"2022-05-01","Morocco","MAR","504","Africa","2","Northern Africa","15","74102200","Foil Of Copper Alloys,Backed","Kgs","0.0","0.08","0.0"
"2019-12-01","Kenya","KEN","404","Africa","2","Sub-Saharan Africa","202","90311000","Machines For Balancing Mechanical Parts","Kgs","0.0","30.96","0.04"
"2019-08-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","85437049","Other Edit Control Units","Nos","0.0","0.1","0.0"
"2023-04-01","Kenya","KEN","404","Africa","2","Sub-Saharan Africa","202","44072300","Teak","Cbm","0.04","16.77","0.02"
"2017-01-01","United Republic of Tanzania","TZA","834","Africa","2","Sub-Saharan Africa","202","47079000","Othr Incl Unsorted Waste And Scrap","Kgs","255.48","28.85","0.04"
"2015-09-01","Sudan","SDN","729","Africa","2","Northern Africa","15","12077090","Other Melon Seeds","Kgs","2459.02","1792.06","2.71"
"2015-02-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","6031300","Orchids","Kgs","0.02","0.07","0.0"
"2024-10-01","Gabon","GAB","266","Africa","2","Sub-Saharan Africa","202","44089090","Others","Kgs","9530242.0","55.22","6.57"
"2023-08-01","Mauritius","MUS","480","Africa","2","Sub-Saharan Africa","202","73181500","Othr Screws And Bolts W/N Wth Nuts Or Washers Threaded","Kgs","0.01","0.57","0.0"
"2020-03-01","Kenya","KEN","404","Africa","2","Sub-Saharan Africa","202","72042190","Othr Wst And Scrp Of Stainless Steel","Kgs","127.2","81.26","0.11"
"2019-06-01","Guinea","GIN","324","Africa","2","Sub-Saharan Africa","202","90303310","Ammeters, Volt Meters And Watt Meters","Nos","0.0","0.94","0.0"
"2022-07-01","Burundi","BDI","108","Africa","2","Sub-Saharan Africa","202","79011100","Zinc,Not Alloyd,Contng By Wt>=99.99% Zinc","Kgs","49.71","125.59","0.16"
"2019-04-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","85299090","Othe Parts Fr Othr Use","Nos","0.02","42.47","0.06"
"2017-11-01","Mauritius","MUS","480","Africa","2","Sub-Saharan Africa","202","84149090","Others","Kgs","18.53","11.69","0.02"
"2024-11-01","Egypt","EGY","818","Africa","2","Northern Africa","15","39235090","Othr Stoprs Lid Capsandothr Clsres Of Plstcs","Kgs","858.0","0.04","0.01"
"2024-07-01","Zimbabwe","ZWE","716","Africa","2","Sub-Saharan Africa","202","90159000","Parts And Accessores Of Surveying,Phtogrmcl,Hydrogrphic Instrumnts Etc Excl Cmpasses","Kgs","0.01","1.89","0.0"
"2024-04-01","Madagascar","MDG","450","Africa","2","Sub-Saharan Africa","202","7133300","Kidny Bens Incl Whte Pea Bens Dried And Shld","Kgs","283.5","284.06","0.34"
"2024-09-01","Nigeria","NGA","566","Africa","2","Sub-Saharan Africa","202","67041990","Others","Kgs","0.72","0.93","0.0"
"2025-07-01","Togo","TGO","768","Africa","2","Sub-Saharan Africa","202","98049000","Others","Kgs","70.0","0.0","0.0"
"2019-07-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","51052910","Wool Tops","Kgs","0.58","12.49","0.02"
"2023-11-01","Nigeria","NGA","566","Africa","2","Sub-Saharan Africa","202","40012200","Technically Spcfd Natrl Rubr(Tsnr)","Kgs","335.16","407.52","0.49"
"2015-08-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","84671900","Others Pneumatic Tools","Nos","0.01","0.92","0.0"
"2017-09-01","Morocco","MAR","504","Africa","2","Northern Africa","15","26070000","Lead Ores And Concentrates","Kgs","25.0","20.25","0.03"
"2018-10-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","34029011","Washing And Cleaning Preparations Having Basis Of Soap/Other Organic Surface Active(Synthetic Detergents)","Kgs","0.27","2.86","0.0"
"2024-11-01","Tunisia","TUN","788","Africa","2","Northern Africa","15","1061900","Other Mammals","Nos","3.0","0.0","0.0"
"2023-11-01","Benin","BEN","204","Africa","2","Sub-Saharan Africa","202","8013100","Cashen Nuts Fresh/Dried In Shell","Kgs","15278.32","12261.88","14.72"
"2016-03-01","Kenya","KEN","404","Africa","2","Sub-Saharan Africa","202","9024090","Other Black Tea","Kgs","24.8","89.99","0.13"
"2020-06-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","81129900","Othr Metals N.E.S.","Kgs","50.93","941.76","1.24"
"2024-12-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","21031000","Soya Sauce","Kgs","108.0","0.01","0.0"
"2019-02-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","26020010","Manganese Ore (46 Percent And Above)","Kgs","3601.56","646.36","0.91"
"2022-09-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","87089100","Radiators","Kgs","0.52","7.32","0.01"
"2021-02-01","Eswatini","SWZ","748","Africa","2","Sub-Saharan Africa","202","85444299","Othr Elctrc Cndctrs Fitted Wth Connctrs Used In Telecom Fr <=1000V Excl Papr Plsctic And Rubber Insulated","Mtr","0.7","3.73","0.01"
"2018-04-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","72042190","Othr Wst And Scrp Of Stainless Steel","Kgs","21.0","20.58","0.03"
"2025-03-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","39201099","Othr Plts,Sheet Of Polymrs Of Ethylene Nes","Kgs","1.0","0.0","0.0"
"2021-11-01","Namibia","NAM","516","Africa","2","Sub-Saharan Africa","202","72044900","Other Waste And Scrap","Kgs","2831.4","966.96","1.3"
"2021-06-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","39269080","Polypropylene Articles,N.E.S.","Kgs","0.96","11.12","0.02"
"2022-04-01","Egypt","EGY","818","Africa","2","Northern Africa","15","85444299","Othr Elctrc Cndctrs Fitted Wth Connctrs Used In Telecom Fr <=1000V Excl Papr Plsctic And Rubber Insulated","Mtr","0.0","0.43","0.0"
"2020-02-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","71023100","Non-Industrial Diamonds Unworked/Simply Sawn Cleaved Or Bruted","Ctm","368.64","53524.88","74.87"
"2023-09-01","Mozambique","MOZ","508","Africa","2","Sub-Saharan Africa","202","90158090","Others","Nos","0.0","757.05","0.91"
"2019-03-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","29269000","Othr Nitrile-Function Compounds","Kgs","8.0","118.41","0.17"
"2021-01-01","Tunisia","TUN","788","Africa","2","Northern Africa","15","85340000","Printed Circuits","Nos","49.54","58.12","0.08"
"2023-08-01","Mozambique","MOZ","508","Africa","2","Sub-Saharan Africa","202","94051900","Other","Nos","0.0","6.88","0.01"
"2024-11-01","Tunisia","TUN","788","Africa","2","Northern Africa","15","39173290","Othr Tube,Pipes And Hoses Not Reinforced Orcombined With Other Matrl Witout Fittings","Kgs","15.0","0.0","0.0"
"2023-04-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","90278990","Other","Nos","0.0","27.44","0.03"
"2019-06-01","Angola","AGO","24","Africa","2","Sub-Saharan Africa","202","27111100","Liquified Natural Gas","Kgs","209202.52","67283.04","96.9"
"2023-10-01","Eswatini","SWZ","748","Africa","2","Sub-Saharan Africa","202","72044900","Other Waste And Scrap","Kgs","1839.93","658.17","0.79"
"2021-03-01","Egypt","EGY","818","Africa","2","Northern Africa","15","41044900","Other Grain Of Bovine In Dry State (Crust)","Kgs","18.32","173.56","0.24"
"2017-09-01","Côte d'Ivoire","CIV","384","Africa","2","Sub-Saharan Africa","202","44079990","Other Tropical Woods Sawn And Chipped","Cbm","0.88","191.05","0.3"
"2015-04-01","Morocco","MAR","504","Africa","2","Northern Africa","15","87082900","Othr Prts And Accssrs Of Bodies(Incl Cabs)","Kgs","79.45","1372.31","2.19"
"2022-06-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","12099190","Vegetable Seeds For Planting N.E.S.","Kgs","3.0","25.4","0.03"
"2015-02-01","Congo","COG","178","Africa","2","Sub-Saharan Africa","202","76020010","Aluminium Scrap Coverd By Isri Code Tablettabloid,Taboo,Taint/Tabor,Take, Talap, Talcred,Taldack,Taldon,Ta","Kgs","10.0","10.3","0.02"
"2015-04-01","Djibouti","DJI","262","Africa","2","Sub-Saharan Africa","202","41022910","Sheep Skins","Kgs","4.33","51.17","0.08"
"2019-10-01","Gambia","GMB","270","Africa","2","Sub-Saharan Africa","202","85481020","*Battery Waste Isri Codes- Rains, Rink, Ronoropar, Vaunt","Kgs","478.42","358.06","0.5"
"2016-02-01","Mauritius","MUS","480","Africa","2","Sub-Saharan Africa","202","90328990","Othr Atmtc Rgltng/Cntrlng Instrmntsandapprts","Nos","0.1","36.58","0.05"
"2022-10-01","Benin","BEN","204","Africa","2","Sub-Saharan Africa","202","25070010","Kaolin (China Clay) Crude","Kgs","0.2","5.35","0.01"
"2019-06-01","Nigeria","NGA","566","Africa","2","Sub-Saharan Africa","202","39209999","Others Plate/ Sheets Etc. Of Other Plastic N.E.S","Kgs","0.35","1.87","0.0"
"2022-12-01","South Africa","ZAF","710","Africa","2","Sub-Saharan Africa","202","22087011","Liqueurs In Containers Holding 2 Ltr Or Less","Ltr","5.13","23.95","0.03"
"2022-09-01","Mauritius","MUS","480","Africa","2","Sub-Saharan Africa","202","74198030","Articles Of Brass","Kgs","0.92","3.67","0.0"
"2018-10-01","Ethiopia","ETH","231","Africa","2","Sub-Saharan Africa","202","30021100","*Malaria Diagnostic Test Kits","Kgs","0.02","16.27","0.02"
"2020-02-01","United Republic of Tanzania","TZA","834","Africa","2","Sub-Saharan Africa","202","9083110","Large ( Amomum)","Kgs","0.25","2.81","0.0"
"2024-11-01","Libya","LBY","434","Africa","2","Northern Africa","15","73182100","Sprng Washrs And Othr Lock Washrs,Non-Thradd","Kgs","200.0","0.0","0.0"
"2023-01-01","Malawi","MWI","454","Africa","2","Sub-Saharan Africa","202","71031090","Other","Kgs","0.02","0.2","0.0"
"2019-09-01","Rwanda","RWA","646","Africa","2","Sub-Saharan Africa","202","74031900","Other Refined Copper,Unwrought","Kgs","1.0","3.84","0.01"
"2018-09-01","Egypt","EGY","818","Africa","2","Northern Africa","15","84811000","Pressure-Reducing Valves","Kgs","8.1","197.62","0.27"
"2017-09-01","Eswatini","SWZ","748","Africa","2","Sub-Saharan Africa","202","84249000","Parts Of Mechanical Appliances","Kgs","0.07","2.29","0.0"
"2020-12-01","Nigeria","NGA","566","Africa","2","Sub-Saharan Africa","202","41051000","Taned/Crust Skin Of Sheep Or Lamb Without Wool Whether Or Not Split But Not Further Prepared. In Wet State","Kgs","27.0","79.15","0.11"
"2022-04-01","Tunisia","TUN","788","Africa","2","Northern Africa","15","85366990","Plugs And Sockets Of Other Materials","Nos","0.2","0.35","0.0"
"2025-04-01","Madagascar","MDG","450","Africa","2","Sub-Saharan Africa","202","71039951","Tourmaline","Ctm","1449000.0","0.02","0.0"
"2020-06-01","Mozambique","MOZ","508","Africa","2","Sub-Saharan Africa","202","25041090","Other Natrl Graphite (Powder/Flakes)","Kgs","485.56","213.81","0.28"
"2020-01-01","Gabon","GAB","266","Africa","2","Sub-Saharan Africa","202","84669390","Othr Prts Accssrs, Attchmnt Fr Mchn-Tool","Nos","0.2","4.24","0.01"
